mode,load,0_resnet101-4,1_resnet34-8,2_vgg11-32
mps-uncap,0.8,8.980035781860352,3.4303665161132812,11.093854904174805
mps-uncap,0.9,9.124279022216797,3.438711166381836,11.410713195800781
mps-uncap,1.0,9.86170768737793,3.7758350372314453,12.573480606079102
mps-uncap,0.5,8.867025375366211,3.4449100494384766,10.758638381958008
mps-uncap,0.6,9.097099304199219,3.3409595489501953,10.933876037597656
mps-uncap,0.7,8.99648666381836,3.4503936767578125,10.912418365478516
mps-uncap,0.1,9.571313858032227,4.637718200683594,11.073112487792969
mps-uncap,0.2,8.977651596069336,4.412174224853516,10.743141174316406
mps-uncap,0.3,8.855342864990234,3.4186840057373047,10.842561721801758
mps-uncap,0.4,9.146928787231445,3.4732818603515625,10.849952697753906
