mode,load,0_resnet101-4,1_resnet34-8,2_vgg11-32
mps-uncap,0.8,127.20084190368682,109.75737810134873,251.33607864379886
mps-uncap,0.9,183.4386348724366,388.581862449646,1453.2966041564941
mps-uncap,1.0,1582.7214908599854,252.06146478652926,6890.694868564606
mps-uncap,0.5,50.11094331741332,42.73002624511718,63.862543106079166
mps-uncap,0.6,68.9809560775756,52.53007888793945,73.59442710876463
mps-uncap,0.7,101.90354347229001,80.79922199249268,153.7926197052002
mps-uncap,0.1,36.599440574645996,19.82483863830567,30.600023269653295
mps-uncap,0.2,34.69218730926513,17.43516445159911,30.52538394927971
mps-uncap,0.3,39.46441411972046,23.43403577804566,35.00235080718994
mps-uncap,0.4,35.93782424926758,28.822479248046875,40.59469699859619
