mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,27.968406677246094,34.499406814575195,6.882429122924805
mps-uncap,0.9,32.60195255279541,37.71209716796875,8.277177810668945
mps-uncap,1.0,34.15226936340332,40.605783462524414,8.9569091796875
mps-uncap,0.5,18.39447021484375,23.333072662353516,6.598711013793945
mps-uncap,0.6,19.507408142089844,25.00283718109131,6.3018798828125
mps-uncap,0.7,23.958206176757812,29.13689613342285,5.9670209884643555
mps-uncap,0.1,16.842126846313477,24.402618408203125,7.031083106994629
mps-uncap,0.2,17.20261573791504,22.432446479797363,6.788849830627441
mps-uncap,0.3,17.133474349975586,21.439552307128906,6.708860397338867
mps-uncap,0.4,17.18759536743164,22.153377532958984,6.641507148742676
