mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,148.8718509674068,198.3317041397096,79.87955331802362
mps-uncap,0.9,408.97560119628844,341.08352661132824,332.11274623870855
mps-uncap,1.0,1592.6411628723142,1322.263488769531,609.4067573547363
mps-uncap,0.5,82.89484024047837,82.83389091491685,24.161987304687496
mps-uncap,0.6,114.09625053405767,146.0174226760864,36.58240795135498
mps-uncap,0.7,139.0168190002442,188.91771078109747,32.652299404144294
mps-uncap,0.1,30.57563781738279,42.68839836120599,13.32136154174804
mps-uncap,0.2,37.52889633178706,42.240903377533,15.785794258117683
mps-uncap,0.3,53.90051364898661,50.54174184799193,17.34933853149414
mps-uncap,0.4,55.172090530395515,68.98269653320318,20.04695892333985
