mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,9.502172470092773,14.097452163696289,2.545475959777832
mps-uncap,0.9,30.572891235351562,42.42253303527832,14.026165008544922
mps-uncap,1.0,508.6655616760254,291.654109954834,186.27262115478516
mps-uncap,0.5,0.05841255187988281,0.05817413330078125,0.046253204345703125
mps-uncap,0.6,0.06031990051269531,0.06031990051269531,0.04649162292480469
mps-uncap,0.7,1.2428760528564453,0.06949901580810547,0.04601478576660156
mps-uncap,0.1,0.0629425048828125,0.06270408630371094,0.05459785461425781
mps-uncap,0.2,0.06270408630371094,0.06306171417236328,0.04887580871582031
mps-uncap,0.3,0.06103515625,0.06103515625,0.04839897155761719
mps-uncap,0.4,0.05984306335449219,0.05984306335449219,0.048279762268066406
