mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,754.2622844417616,301.1452634479997,1292.477904847427
mps-uncap,0.9,851.6036827822322,359.70468648738967,1477.4666371282851
mps-uncap,1.0,947.2203015529052,377.4038503836794,1631.6731770766437
mps-uncap,0.5,477.13853344806927,199.4219657559436,798.3631151124467
mps-uncap,0.6,558.2824395265301,237.84650345465894,980.0788129425891
mps-uncap,0.7,646.8633318956508,277.28260527754145,1140.4031544152192
mps-uncap,0.1,92.85038943021402,41.06115275781831,148.7095954820367
mps-uncap,0.2,175.68062324912606,75.90356895169441,312.6803316390524
mps-uncap,0.3,291.5524883955882,111.87213871207415,498.2418282819657
mps-uncap,0.4,401.9639455508289,155.01221296381925,631.1401581814424
