mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,86.98444366455075,119.17366981506348,32.29005336761475
mps-uncap,0.9,172.81286716461193,214.45183753967297,88.83848190307619
mps-uncap,1.0,1437.3942375183103,1027.464962005615,431.7225456237794
mps-uncap,0.5,42.429208755493164,51.01022720336913,14.159107208251955
mps-uncap,0.6,55.367660522460945,68.88668537139893,16.807651519775394
mps-uncap,0.7,72.7731704711914,84.93299484252931,19.162440299987793
mps-uncap,0.1,19.2685604095459,26.70893669128418,7.9085588455200195
mps-uncap,0.2,27.25982666015625,32.59294033050537,9.559082984924318
mps-uncap,0.3,29.812121391296394,36.39843463897706,11.102962493896486
mps-uncap,0.4,33.193683624267585,41.74089431762695,12.699127197265629
