mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,34.032344818115234,45.393943786621094,10.794520378112793
mps-uncap,0.9,60.007333755493164,77.89349555969238,22.69458770751953
mps-uncap,1.0,542.649507522583,333.07647705078125,195.68705558776855
mps-uncap,0.5,22.724390029907227,28.6562442779541,7.177114486694336
mps-uncap,0.6,27.550935745239258,32.062530517578125,7.532596588134766
mps-uncap,0.7,31.122446060180664,36.59534454345703,8.097171783447266
mps-uncap,0.1,17.197608947753906,24.500131607055664,7.20059871673584
mps-uncap,0.2,17.682909965515137,23.784875869750977,6.951332092285156
mps-uncap,0.3,17.799854278564453,22.893428802490234,6.99305534362793
mps-uncap,0.4,18.61262321472168,23.775815963745117,7.0275068283081055
