mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,34.30747985839844,45.551300048828125,17.888545989990234
mps-uncap,0.9,36.79490089416504,44.00753974914551,18.297910690307617
mps-uncap,1.0,37.19520568847656,47.47653007507324,17.437219619750977
mps-uncap,0.5,34.61098670959473,42.227983474731445,16.424179077148438
mps-uncap,0.6,33.54644775390625,45.1807975769043,17.377138137817383
mps-uncap,0.7,35.245656967163086,44.74282264709473,16.765117645263672
mps-uncap,0.1,30.041217803955078,33.232927322387695,17.333984375
mps-uncap,0.2,32.55939483642578,35.18939018249512,17.44246482849121
mps-uncap,0.3,31.709671020507812,41.3053035736084,18.114566802978516
mps-uncap,0.4,33.03647041320801,42.77348518371582,17.48824119567871
