mode,load,0_densenet121-32,1_efficientnet_b6-16,2_mobilenet_v3_large-16
mps-uncap,0.8,0.013113021850585938,0.014066696166992188,0.01049041748046875
mps-uncap,0.9,0.013589859008789062,0.013589859008789062,0.011205673217773438
mps-uncap,1.0,0.013113021850585938,0.016927719116210938,0.011682510375976562
mps-uncap,0.5,0.012159347534179688,0.012636184692382812,0.009298324584960938
mps-uncap,0.6,0.01239776611328125,0.013113021850585938,0.009298324584960938
mps-uncap,0.7,0.012874603271484375,0.010728836059570312,0.0095367431640625
mps-uncap,0.1,0.020503997802734375,0.02574920654296875,0.011920928955078125
mps-uncap,0.2,0.01811981201171875,0.01621246337890625,0.010967254638671875
mps-uncap,0.3,0.012874603271484375,0.013113021850585938,0.01049041748046875
mps-uncap,0.4,0.01239776611328125,0.01239776611328125,0.011205673217773438
