mode,load,0_densenet161-4,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,24.283528327941895,4.494667053222656,6.9122314453125
mps-uncap,0.9,34.80422496795654,8.14664363861084,11.298060417175293
mps-uncap,1.0,126.66010856628418,23.445963859558105,50.92501640319824
mps-uncap,0.5,16.694307327270508,5.335569381713867,4.203081130981445
mps-uncap,0.6,16.670703887939453,4.663705825805664,4.499673843383789
mps-uncap,0.7,19.05369758605957,4.261493682861328,5.206942558288574
mps-uncap,0.1,23.349285125732422,6.194591522216797,3.5326480865478516
mps-uncap,0.2,18.064498901367188,6.061792373657227,3.5736560821533203
mps-uncap,0.3,17.637968063354492,6.117343902587891,3.7609338760375977
mps-uncap,0.4,17.070293426513672,5.894184112548828,3.957509994506836
