mode,load,0_densenet161-4,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,158.233850104194,1566.8386014610637,635.6998715606483
mps-uncap,0.9,172.80577910965377,1792.2487752989225,723.3992795959291
mps-uncap,1.0,189.05420559712644,1904.0194861427149,815.794986534483
mps-uncap,0.5,95.47605407669467,949.8616383579972,395.96842331525227
mps-uncap,0.6,115.24786950847093,1127.0526852528749,466.08814260381337
mps-uncap,0.7,138.74966573750854,1324.6948340443785,568.4980390778522
mps-uncap,0.1,19.975449249975092,188.03244988995604,80.84535327661064
mps-uncap,0.2,38.35158377371034,376.4161286673092,153.0908563656401
mps-uncap,0.3,53.0660215292579,573.6369561412429,238.39698464981484
mps-uncap,0.4,74.6820276382527,776.6577363370859,313.5004715891493
