mode,load,0_densenet161-4,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,22.591795921325684,4.601538181304924,5.306911468505859
mps-uncap,0.9,21.623661518096917,4.815955162048339,5.423414707183836
mps-uncap,1.0,22.216501235961914,4.939215183258057,5.466244220733643
mps-uncap,0.5,19.9807643890381,6.057071685791015,5.052781105041503
mps-uncap,0.6,19.804179668426514,5.67798614501953,5.138635635375977
mps-uncap,0.7,22.079548835754387,5.113201141357418,5.15209197998047
mps-uncap,0.1,26.421012878417972,7.0890045166015625,4.526307582855225
mps-uncap,0.2,26.26198291778564,6.613326072692871,4.772028923034666
mps-uncap,0.3,25.911636352539062,6.747498512268067,4.841625690460205
mps-uncap,0.4,23.278975486755364,6.716289520263672,4.991483688354493
