mode,load,0_densenet161-4,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,9.456872940063477,2.2919178009033203,3.306865692138672
mps-uncap,0.9,9.624242782592773,2.3484230041503906,3.3130645751953125
mps-uncap,1.0,10.176420211791992,2.3941993713378906,3.2951831817626953
mps-uncap,0.5,9.481191635131836,2.324819564819336,3.307819366455078
mps-uncap,0.6,9.626388549804688,2.324342727661133,3.296375274658203
mps-uncap,0.7,9.581565856933594,2.3453235626220703,3.307819366455078
mps-uncap,0.1,9.966611862182617,2.410411834716797,3.3104419708251953
mps-uncap,0.2,9.738683700561523,2.368927001953125,3.3063888549804688
mps-uncap,0.3,9.505748748779297,2.3818016052246094,3.3016204833984375
mps-uncap,0.4,9.612083435058594,2.356290817260742,3.3118724822998047
