mode,load,0_densenet161-4,1_mobilenet_v3_small-8,2_vgg19-4
mps-uncap,0.8,58.814835548400865,10.494232177734375,17.810821533203125
mps-uncap,0.9,83.20238590240476,24.60794448852539,34.061312675476074
mps-uncap,1.0,448.9936828613282,69.96793746948244,167.82095432281494
mps-uncap,0.5,27.870845794677734,10.606193542480474,7.886791229248047
mps-uncap,0.6,29.85095977783203,10.008811950683594,9.336543083190918
mps-uncap,0.7,39.081668853759766,9.301900863647464,12.331438064575197
mps-uncap,0.1,26.456785202026367,7.742452621459961,4.098963737487793
mps-uncap,0.2,26.757144927978526,9.953737258911133,4.958486557006836
mps-uncap,0.3,26.3763427734375,11.191987991333008,6.046652793884277
mps-uncap,0.4,28.19464206695557,11.249208450317383,6.858110427856445
