mode,load,0_resnet152-16,1_efficientnet_b6-8,2_mobilenet_v2-8
mps-uncap,0.6,0.034332275390625,0.030279159545898438,1.3878345489501953
mig,0.6,10.794520378112793,18.834352493286133,2.146482467651367
mps-uncap,0.7,2.888321876525879,0.030755996704101562,2.781391143798828
mig,0.7,20.726323127746582,25.741934776306152,4.160404205322266
mps-uncap,0.8,9.83881950378418,1.5106201171875,4.616498947143555
mig,0.8,38.1544828414917,38.466691970825195,7.578372955322266
mps-uncap,0.9,28.145790100097656,13.60464096069336,17.34614372253418
mig,0.9,90.55185317993164,89.44153785705566,16.846895217895508
mps-uncap,1.0,125.91791152954102,28.190016746520996,3003.596067428589
mig,1.0,313.5225772857666,460.5123996734619,117.41781234741211
mps-uncap,1.1,1670.1371669769287,53.80392074584961,8328.962326049805
mig,1.1,4773.17476272583,1376.2187957763672,3697.6826190948486
mps-uncap,1.2,4964.186906814575,95.5345630645752,12567.265510559082
mig,1.2,7044.628858566284,8914.047241210938,6601.376295089722
mps-uncap,1.3,8197.960257530212,549.2210388183594,14840.232849121094
mig,1.3,10068.927526473999,9857.857346534729,9335.101842880249
