mode,load,0_vgg16-8,1_vgg16-8,2_vgg16-8,3_vgg16-8
mig,0.1,41.46359095978662,43.386109499829296,40.885641831426355,19.52678179012087
mig,0.2,79.99183970399032,84.14930777486528,82.1098289955737,38.70043304780063
mig,0.3,136.44903656361248,125.8224126146423,123.16989504769026,65.69767919173059
mig,0.4,173.37530922189205,171.40904129941222,171.59427641289915,90.03980063237992
mig,0.5,216.51742730236566,211.859153192504,207.10191162805086,104.69753009805335
mig,0.6,244.6912193798911,262.3720544754201,258.54960715154635,128.378216239165
mig,0.7,300.80787520779126,303.3542851260433,295.72049747685355,149.32819994668057
mig,0.8,348.33634755751405,345.67763320962706,344.4319817192722,174.0998199670946
mig,0.9,387.40330830149475,374.5375797306429,392.06124503045464,191.0971597169634
mig,1.0,437.56268986172705,418.56659273146494,428.99260329908464,221.7815731019208
