mode,load,0_vgg16-8,1_vgg16-8,2_vgg16-8,3_vgg16-8
mig,0.1,17.729885578155518,17.830228805541992,17.82876491546631,34.696552753448486
mig,0.2,17.73204803466797,17.798995971679688,17.798306941986084,34.683918952941895
mig,0.3,17.689037322998047,17.776012420654297,17.802670001983643,34.68825578689575
mig,0.4,17.704601287841797,17.802245616912842,17.785980701446533,34.75830078125
mig,0.5,17.81390905380249,17.905197143554688,17.94968605041504,34.91814613342285
mig,0.6,18.005692958831787,18.096895217895508,18.10544729232788,35.384297370910645
mig,0.7,18.187313079833984,18.280506134033203,18.320858478546143,35.74591875076294
mig,0.8,18.302924633026123,18.406004905700684,18.41329574584961,35.96830368041992
mig,0.9,18.42747688293457,18.52958917617798,18.561434745788574,36.20609998703002
mig,1.0,18.54856014251709,18.632826805114746,18.65884780883789,36.39688014984131
