mode,load,0_vgg16-8,1_vgg16-8,2_vgg16-8,3_vgg16-8
mig,0.1,16.06387138366698,16.64342880249023,12.656207084655758,29.07825231552124
mig,0.2,28.69510650634766,18.36085319519042,19.05501842498776,39.50595855712885
mig,0.3,37.3070812225342,29.579167366027722,27.989850044250513,56.23753786087039
mig,0.4,38.001785278320355,41.07670545578002,35.20098686218261,75.80842018127444
mig,0.5,56.8305039405823,52.88496971130366,65.74895858764656,80.98892688751215
mig,0.6,70.23010969161987,62.34066009521497,111.59839630126955,138.76171112060518
mig,0.7,92.93073654174819,82.4688267707825,94.66886520385742,169.06639337539696
mig,0.8,184.78852987289494,179.93015050888062,124.59892272949223,231.25019073486325
mig,0.9,215.6017589569088,337.5370383262634,264.64249610900885,542.8922200202942
mig,1.0,2278.6710023880005,533.2845211029052,899.528398513794,1564.3129014968872
