mode,load,0_efficientnet_b7-16,1_squeezenet1_0-4,2_vgg19-2
mps-uncap,0.8,663.4886264801025,134.54604148864746,100.7993221282959
mps-uncap,0.9,1058.495283126831,448.8406181335449,919.6586608886719
mps-uncap,1.0,5470.1807498931885,6714.3566608428955,5888.930082321167
mps-uncap,0.5,166.12648963928223,28.49411964416504,29.755353927612305
mps-uncap,0.6,200.95348358154297,45.845985412597656,39.923906326293945
mps-uncap,0.7,354.7813892364502,66.02859497070312,66.59460067749023
mps-uncap,0.1,78.48954200744629,16.054630279541016,14.207839965820312
mps-uncap,0.2,92.6198959350586,14.683246612548828,16.805410385131836
mps-uncap,0.3,101.43351554870605,18.604516983032227,24.543046951293945
mps-uncap,0.4,160.26806831359863,21.203041076660156,25.95376968383789
