mode,load,0_efficientnet_b7-16,1_squeezenet1_0-4,2_vgg19-2
mps-uncap,0.8,294.6584893456928,622.3267669917511,268.61674256884646
mps-uncap,0.9,325.97391947575835,688.8285383101565,303.75947617593954
mps-uncap,1.0,339.4510326446334,697.3230558823346,305.8536167802344
mps-uncap,0.5,175.22299126018444,388.54719454462037,167.67876966858165
mps-uncap,0.6,214.67662741173172,462.9516023335341,201.01126722307788
mps-uncap,0.7,258.43323999677654,541.0164948765411,234.8838782851032
mps-uncap,0.1,38.630933507994726,78.57842406345587,33.81712844873489
mps-uncap,0.2,78.82459687173899,151.258628912824,66.38798608024666
mps-uncap,0.3,118.53712894120655,235.27113766055615,100.79680941428164
mps-uncap,0.4,150.2700220509223,312.6854153914422,136.56908775355348
