mode,load,0_efficientnet_b7-16,1_squeezenet1_0-4,2_vgg19-2
mps-uncap,0.8,30.78937530517578,1.7290115356445312,2.378702163696289
mps-uncap,0.9,32.48953819274902,1.7552375793457031,2.4261474609375
mps-uncap,1.0,39.322853088378906,1.8055438995361328,2.5899410247802734
mps-uncap,0.5,28.887271881103516,1.7664432525634766,2.4712085723876953
mps-uncap,0.6,29.723405838012695,1.7337799072265625,2.4216175079345703
mps-uncap,0.7,29.50429916381836,1.7333030700683594,2.382993698120117
mps-uncap,0.1,28.916120529174805,1.844167709350586,2.5167465209960938
mps-uncap,0.2,28.81598472595215,2.1276473999023438,2.4874210357666016
mps-uncap,0.3,28.829097747802734,1.8401145935058594,2.468585968017578
mps-uncap,0.4,29.026508331298828,1.7321109771728516,2.4726390838623047
