mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,11.397123336791992,30.484375953674316,29.653151035308845
mig,1.0,9.40907001495361,55.142202377319336,14.336388111114502
