mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,0.0026226043701171875,0.00667572021484375,0.000476837158203125
mig,1.0,0.0026226043701171875,0.0040531158447265625,0.000476837158203125
