mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,5.9261322021484375,23.417234420776367,19.725799560546875
mig,1.0,7.12895393371582,52.80137062072754,13.384580612182617
