mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,10.387420654296875,29.40807342529297,28.693842887878418
mig,1.0,8.101224899291992,53.7837028503418,13.727855682373047
