mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,7.122516632080078,27.860403060913086,26.978135108947754
mig,1.0,7.551908493041992,53.191423416137695,13.536930084228516
