mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,10.387659072875977,29.40807342529297,28.69405746459961
mig,1.0,8.101344108581543,53.78379821777344,13.728094100952148
