mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,11.397123336791992,30.484137535095215,29.652886390686042
mig,1.0,9.408831596374508,55.14181137084961,14.336388111114502
