mode,load,0_squeezenet1_1-32,1_efficientnet_b5-16,2_resnet152-2
mps-uncap,1.0,7.12275505065918,27.860641479492188,26.978135108947754
mig,1.0,7.552146911621094,53.1916618347168,13.536930084228516
