mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,37.00613975524902,32.07230567932129,29.627561569213867
mps-uncap,0.9,53.9553165435791,44.301509857177734,36.123037338256836
mps-uncap,1.0,131.57987594604492,61.93661689758301,118.83115768432617
mps-uncap,0.5,21.541357040405273,30.65013885498047,20.67279815673828
mps-uncap,0.6,23.586750030517578,34.23738479614258,19.0432071685791
mps-uncap,0.7,18.24641227722168,28.081417083740234,18.762588500976562
mps-uncap,0.1,5.848407745361328,19.896745681762695,8.438348770141602
mps-uncap,0.2,7.537364959716797,26.805400848388672,10.769367218017578
mps-uncap,0.3,11.568546295166016,32.12237358093262,20.337820053100586
mps-uncap,0.4,12.267112731933594,32.25255012512207,17.17376708984375
