mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,2.7265548706054688,5.45931816101074,3.159761428833008
mps-uncap,0.9,2.7570724487304688,5.209541320800781,3.1071710586547847
mps-uncap,1.0,2.753019332885742,5.331270694732666,2.967424392700195
mps-uncap,0.5,2.6621484756469727,7.665405273437498,3.39085578918457
mps-uncap,0.6,2.6274585723876953,6.802496910095216,3.3125162124633785
mps-uncap,0.7,2.709794044494629,6.317472457885742,3.154780864715576
mps-uncap,0.1,2.5393605232238747,8.101415634155273,3.4970736503601074
mps-uncap,0.2,2.5543689727783185,7.913198471069336,3.3354663848876966
mps-uncap,0.3,2.600395679473877,7.728424072265624,3.414666652679443
mps-uncap,0.4,2.6404190063476562,7.689466476440431,3.4002137184143053
