mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,11.670923233032232,10.838651657104494,7.817173004150389
mps-uncap,0.9,19.69623565673828,13.674497604370117,13.062405586242676
mps-uncap,1.0,87.7178192138672,23.1449842453003,59.03720855712893
mps-uncap,0.5,5.255579948425295,12.324190139770506,6.450557708740236
mps-uncap,0.6,6.512784957885742,11.564493179321287,6.344461441040038
mps-uncap,0.7,7.785558700561523,10.12272834777832,6.318640708923341
mps-uncap,0.1,2.5413036346435547,8.180284500122072,3.518080711364746
mps-uncap,0.2,3.3934116363525417,11.442089080810547,4.445219039916993
mps-uncap,0.3,4.043221473693848,12.804174423217773,5.370163917541505
mps-uncap,0.4,4.577016830444336,12.846231460571289,5.907130241394043
