mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,4.598140716552734,4.887819290161133,3.0025243759155273
mps-uncap,0.9,6.912946701049805,5.935192108154297,4.441738128662109
mps-uncap,1.0,35.697221755981445,9.029507637023926,16.515016555786133
mps-uncap,0.5,2.5606155395507812,6.097316741943359,3.1709671020507812
mps-uncap,0.6,2.767801284790039,5.584239959716797,2.975940704345703
mps-uncap,0.7,3.5228729248046875,4.995584487915039,2.8028488159179688
mps-uncap,0.1,2.321600914001465,7.16400146484375,3.0225515365600586
mps-uncap,0.2,2.320528030395508,7.079124450683594,2.9726028442382812
mps-uncap,0.3,2.395510673522949,7.045507431030273,3.0771493911743164
mps-uncap,0.4,2.4857521057128906,6.882429122924805,3.116130828857422
