mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,20.292587280273445,19.724445343017575,16.142320632934574
mps-uncap,0.9,41.00131988525379,24.887084960937496,23.591160774230953
mps-uncap,1.0,117.62572288513185,41.00947141647337,104.7259473800659
mps-uncap,0.5,8.87933731079102,21.33255958557127,10.739450454711912
mps-uncap,0.6,11.728382110595705,19.05425548553468,11.043510437011715
mps-uncap,0.7,12.726736068725595,17.154340744018562,11.18710756301881
mps-uncap,0.1,4.346537590026855,14.546051025390618,5.960671901702881
mps-uncap,0.2,4.874556064605711,17.89687156677246,6.68743133544922
mps-uncap,0.3,6.109642982482912,20.01553058624267,8.782174587249747
mps-uncap,0.4,7.607669830322261,20.335149765014677,10.099699497222877
