mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,2.1393299102783203,0.9019374847412109,0.8417367935180664
mps-uncap,0.9,4.39000129699707,2.162456512451172,2.1578073501586914
mps-uncap,1.0,33.10966491699219,4.857540130615234,13.991832733154297
mps-uncap,0.5,0.04410743713378906,0.04553794860839844,0.04673004150390625
mps-uncap,0.6,0.39196014404296875,0.17261505126953125,0.20003318786621094
mps-uncap,0.7,1.1093616485595703,0.3745555877685547,0.38611888885498047
mps-uncap,0.1,0.048160552978515625,0.05030632019042969,0.048160552978515625
mps-uncap,0.2,0.04291534423828125,0.04792213439941406,0.043392181396484375
mps-uncap,0.3,0.043392181396484375,0.04982948303222656,0.04482269287109375
mps-uncap,0.4,0.0438690185546875,0.04649162292480469,0.04506111145019531
