mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,17.751731872558665,15.873875617980929,13.698031902313254
mps-uncap,0.9,38.52853775024398,20.960330963134766,21.125490665435787
mps-uncap,1.0,115.0425910949707,36.98597192764275,102.03262329101561
mps-uncap,0.5,6.516976356506349,16.557230949401838,8.026697635650628
mps-uncap,0.6,9.366092681884783,14.638519287109423,8.511037826538086
mps-uncap,0.7,10.286641120910645,13.251132965087901,8.930993080139164
mps-uncap,0.1,2.086091041564941,7.2604274749755655,3.069739341735839
mps-uncap,0.2,2.6083445549011226,11.118679046630861,4.000263214111344
mps-uncap,0.3,3.878962993621837,14.19725418090816,6.046633720397949
mps-uncap,0.4,5.251770019531232,14.906749725341804,7.321090698242181
