mode,load,0_alexnet-32,1_mobilenet_v3_large-4,2_resnet18-4
mps-uncap,0.8,9.194135665893558,7.11331367492676,5.529713630676269
mps-uncap,0.9,17.14468002319336,9.743690490722656,10.633063316345215
mps-uncap,1.0,85.12043952941895,18.904542922973647,56.59275054931642
mps-uncap,0.5,2.8629302978515625,7.085371017456055,3.8183689117431645
mps-uncap,0.6,4.1240692138671875,6.975364685058593,3.886795043945312
mps-uncap,0.7,5.346536636352539,6.077003479003908,4.0787458419799805
mps-uncap,0.1,0.07450580596923828,1.1352062225341868,0.3125429153442409
mps-uncap,0.2,1.1167049407959013,4.897689819335937,1.796770095825196
mps-uncap,0.3,1.7399787902832031,6.3793659210205105,2.576351165771485
mps-uncap,0.4,2.20956802368164,6.954288482666023,3.0881404876708984
