mode,load,0_resnet50-16,1_resnet50-8,2_squeezenet1_1-32
mps-uncap,0.8,20.22552490234375,19.12665367126465,17.214536666870117
mps-uncap,0.9,528.101921081543,1846.7344045639038,62.20221519470215
mps-uncap,1.0,1417.3262119293213,4765.062093734741,3075.8931636810303
mps-uncap,0.5,11.870145797729492,9.600996971130371,7.166385650634766
mps-uncap,0.6,12.706398963928223,9.791970252990723,7.771730422973633
mps-uncap,0.7,14.629602432250977,12.892842292785645,10.374188423156738
mps-uncap,0.1,11.19089126586914,11.31129264831543,6.596803665161133
mps-uncap,0.2,11.178731918334961,10.945320129394531,6.341457366943359
mps-uncap,0.3,11.096000671386719,11.125326156616211,6.205558776855469
mps-uncap,0.4,11.438846588134766,10.680198669433594,6.5784454345703125
