mode,load,0_squeezenet1_0-32,1_resnet152-8,2_squeezenet1_1-32
mps-uncap,1.0,8.73422622680664,28.106689453125,5.57255744934082
mig,1.0,12.392759323120117,25.9549617767334,11.326313018798828
