mode,load,0_squeezenet1_0-32,1_resnet152-8,2_squeezenet1_1-32
mps-uncap,1.0,13.985629081726072,43.64013671874999,14.025745391845701
mig,1.0,15.530338287353516,27.79747009277344,14.294469356536865
