mode,load,0_squeezenet1_0-32,1_resnet152-8,2_squeezenet1_1-32
mps-uncap,1.0,8.734464645385742,28.106689453125,5.572795867919922
mig,1.0,12.392997741699219,25.9552001953125,11.32655143737793
