mode,load,0_squeezenet1_0-32,1_resnet152-8,2_squeezenet1_1-32
mps-uncap,1.0,11.557817459106445,34.95192527770996,11.518716812133789
mig,1.0,13.151764869689941,26.60524845123291,12.031078338623047
