mode,load,0_squeezenet1_0-32,1_resnet152-8,2_squeezenet1_1-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
mig,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
