mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,1.0,680.4269752057415,340.885210269519,2254.806528670368
mig,1.0,1549.3484322166762,1417.8896500312371,829.2398338117632
