mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,1.0,46.251535415649414,12.795090675354004,13.698697090148926
mig,1.0,20.55048942565918,2.7909278869628906,38.45858573913574
