mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-16,2_resnet34-32
mps-uncap,0.8,6.885883808135985,7.81372547149658,12.820398807525635
mps-uncap,0.9,6.94960117340088,7.062067985534668,10.014700889587404
mps-uncap,1.0,7.112848758697509,6.97739839553833,10.151891708374022
mps-uncap,0.5,7.01977252960205,9.022338390350345,12.662191390991211
mps-uncap,0.6,7.064309120178223,9.049191474914528,12.576425075531006
mps-uncap,0.7,6.226959228515625,9.043197631835941,12.964220046997072
mps-uncap,0.1,10.607495307922365,10.958194732666016,13.670144081115726
mps-uncap,0.2,10.113992691040037,10.422606468200684,12.840325832366943
mps-uncap,0.3,8.927073478698725,9.569740295410154,12.73956537246704
mps-uncap,0.4,7.491326332092281,8.405971527099613,12.968444824218746
