mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-16,2_resnet34-32
mps-uncap,0.8,58.88473987579346,14.401674270629883,35.68458557128906
mps-uncap,0.9,4297.490835189819,316.744327545166,188.57431411743164
mps-uncap,1.0,5906.369090080261,1920.994520187378,4385.486125946045
mps-uncap,0.5,6.185293197631836,6.382107734680176,10.449886322021484
mps-uncap,0.6,7.953286170959473,7.227659225463867,12.229442596435547
mps-uncap,0.7,11.265039443969727,11.026382446289062,18.918514251708984
mps-uncap,0.1,9.724617004394531,9.831070899963379,9.755134582519531
mps-uncap,0.2,9.121417999267578,9.445428848266602,9.48023796081543
mps-uncap,0.3,7.094383239746094,7.447719573974609,9.492635726928711
mps-uncap,0.4,5.944490432739258,6.055593490600586,9.716272354125977
