mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-16,2_resnet34-32
mps-uncap,0.8,272.7524280548095,34.238243103027344,99.22585487365723
mps-uncap,0.9,7567.790937423706,516.7103767395021,577.3793697357178
mps-uncap,1.0,10921.249032020567,3325.285148620606,6728.405666351319
mps-uncap,0.5,8.738231658935547,8.130526542663576,11.948132514953613
mps-uncap,0.6,14.464139938354492,11.14311218261719,18.61944198608399
mps-uncap,0.7,23.681354522705078,21.043682098388675,35.721778869628906
mps-uncap,0.1,6.183528900146487,5.63502311706543,0.917720794677742
mps-uncap,0.2,8.000421524047853,7.67073631286621,6.097364425659186
mps-uncap,0.3,7.425403594970701,6.849169731140137,7.700729370117195
mps-uncap,0.4,6.554603576660156,6.257486343383791,9.548187255859375
