mode,load,0_densenet169-4,1_resnet152-16,2_resnet18-8
mps-uncap,0.8,0.011444091796875,0.01239776611328125,0.007867813110351562
mps-uncap,0.9,0.011682510375976562,0.012636184692382812,0.008106231689453125
mps-uncap,1.0,0.013113021850585938,0.0133514404296875,0.008106231689453125
mps-uncap,0.5,0.012159347534179688,0.013113021850585938,0.009775161743164062
mps-uncap,0.6,0.01239776611328125,0.009775161743164062,0.008344650268554688
mps-uncap,0.7,0.01049041748046875,0.011920928955078125,0.00858306884765625
mps-uncap,0.1,0.023126602172851562,0.020742416381835938,0.010728836059570312
mps-uncap,0.2,0.018835067749023438,0.012636184692382812,0.00762939453125
mps-uncap,0.3,0.0095367431640625,0.01239776611328125,0.00858306884765625
mps-uncap,0.4,0.01239776611328125,0.0133514404296875,0.009059906005859375
