mode,load,0_densenet169-4,1_resnet152-16,2_resnet18-8
mps-uncap,0.8,29.096126556396484,61.3416910171509,9.667372703552246
mps-uncap,0.9,52.87730693817139,114.30377960205077,23.193454742431644
mps-uncap,1.0,175.3479957580567,514.5178318023683,72.37956523895262
mps-uncap,0.5,13.401412963867198,18.89648437500001,3.348112106323242
mps-uncap,0.6,15.413045883178711,24.88555908203126,4.4048309326171875
mps-uncap,0.7,23.033761978149418,37.1737003326416,5.186319351196297
mps-uncap,0.1,0.08177757263183594,0.08027553558349611,0.0705718994140625
mps-uncap,0.2,11.059927940368652,7.080674171447754,1.0722160339355475
mps-uncap,0.3,11.515331268310552,11.037588119506836,2.040576934814453
mps-uncap,0.4,11.800551414489767,12.346768379211426,2.5920867919921875
