mode,load,0_resnet18-16,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,1.0,4.029035568237305,17.758607864379883,20.215511322021484
mig,1.0,4.809141159057617,34.89208221435547,26.58820152282715
