mode,load,0_resnet18-16,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,1.0,8.515605926513672,28.59325408935547,26.33908748626709
mig,1.0,6.1063051223754865,37.76425123214722,28.44240665435791
