mode,load,0_resnet18-16,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,1.0,4.028797149658203,17.75836944580078,20.215511322021484
mig,1.0,4.809141159057617,34.89184379577637,26.58820152282715
