mode,load,0_densenet161-4,1_densenet169-4,2_resnet34-2
mps-uncap,0.6,16.685009002685547,16.95418357849121,3.4105777740478516
mig,0.6,16.599416732788086,17.212629318237305,3.658771514892578
mps-uncap,0.7,16.495704650878906,17.120361328125,3.4182071685791016
mig,0.7,16.18194580078125,17.201900482177734,3.734111785888672
mps-uncap,0.8,16.642093658447266,17.34018325805664,3.4830570220947266
mig,0.8,16.245126724243164,17.07148551940918,3.639698028564453
mps-uncap,0.9,16.787290573120117,17.286062240600586,3.4637451171875
mig,0.9,16.401052474975586,17.34781265258789,3.6172866821289062
mps-uncap,1.0,17.0135498046875,17.771244049072266,3.495454788208008
mig,1.0,16.680002212524414,17.54450798034668,3.6764144897460938
mps-uncap,1.1,17.020463943481445,17.451047897338867,3.5736560821533203
mig,1.1,16.661405563354492,17.246246337890625,3.7720203399658203
mps-uncap,1.2,17.043113708496094,17.881155014038086,3.5843849182128906
mig,1.2,17.222881317138672,17.616987228393555,3.8537979125976562
mps-uncap,1.3,17.31276512145996,17.511606216430664,3.5550594329833984
mig,1.3,16.957759857177734,17.335891723632812,3.8459300994873047
