mode,load,0_densenet161-4,1_densenet169-4,2_resnet34-2
mps-uncap,0.6,24.789094924926758,23.80084991455078,4.856348037719727
mig,0.6,23.077011108398438,24.037837982177734,5.207180976867676
mps-uncap,0.7,29.42037582397461,30.199646949768066,5.769491195678711
mig,0.7,28.40709686279297,31.52298927307129,7.155895233154297
mps-uncap,0.8,39.8869514465332,41.100263595581055,7.672548294067383
mig,0.8,33.982276916503906,39.18576240539551,8.018255233764648
mps-uncap,0.9,79.1541337966919,78.1099796295166,12.566685676574707
mig,0.9,72.6691484451294,81.22742176055908,11.906743049621582
mps-uncap,1.0,1990.832805633545,2695.313572883606,52.03664302825928
mig,1.0,801.2164831161499,1073.3743906021118,84.4188928604126
mps-uncap,1.1,4993.107080459595,4893.113374710083,3081.414222717285
mig,1.1,4707.109212875366,2787.678599357605,4162.259817123413
mps-uncap,1.2,8078.728199005127,8365.83662033081,7176.890850067139
mig,1.2,8066.235303878784,6668.298244476318,7725.772142410278
mps-uncap,1.3,11226.876497268677,9518.474578857422,7995.506167411804
mig,1.3,10870.016098022461,10215.18349647522,10059.845209121704
