mode,load,0_densenet161-4,1_densenet169-4,2_resnet34-2
mps-uncap,0.6,16.620874404907227,16.915559768676758,3.3957958221435547
mig,0.6,16.39556884765625,17.093658447265625,3.598451614379883
mps-uncap,0.7,16.327857971191406,16.87312126159668,3.3998489379882812
mig,0.7,16.16048812866211,16.934633255004883,3.6859512329101562
mps-uncap,0.8,16.470670700073242,17.077922821044922,3.4198760986328125
mig,0.8,16.204833984375,16.713619232177734,3.5953521728515625
mps-uncap,0.9,16.424179077148438,17.03357696533203,3.4055709838867188
mig,0.9,16.172170639038086,16.97540283203125,3.5843849182128906
mps-uncap,1.0,16.695737838745117,17.1966552734375,3.3898353576660156
mig,1.0,16.208648681640625,17.023324966430664,3.580808639526367
mps-uncap,1.1,16.378164291381836,16.84260368347168,3.411531448364258
mig,1.1,16.039133071899414,16.933202743530273,3.643512725830078
mps-uncap,1.2,16.520261764526367,17.15683937072754,3.4003257751464844
mig,1.2,16.31951332092285,16.80302619934082,3.5986900329589844
mps-uncap,1.3,16.55721664428711,16.9069766998291,3.3805370330810547
mig,1.3,16.271352767944336,16.557931900024414,3.6101341247558594
