mode,load,0_densenet161-4,1_densenet169-4,2_resnet34-2
mps-uncap,0.6,7.592201232910156,6.448984146118164,1.1827945709228516
mig,0.6,6.296396255493164,6.57343864440918,1.4297962188720703
mps-uncap,0.7,12.53211498260498,12.895345687866211,2.216815948486328
mig,0.7,11.900901794433594,14.064669609069824,3.33404541015625
mps-uncap,0.8,22.94325828552246,23.512840270996094,3.9968490600585938
mig,0.8,17.058372497558594,21.88873291015625,4.29081916809082
mps-uncap,0.9,62.14773654937744,60.74666976928711,8.901834487915039
mig,0.9,56.03504180908203,63.74788284301758,8.181571960449219
mps-uncap,1.0,1973.5804796218872,2677.6254177093506,48.26831817626953
mig,1.0,784.4289541244507,1055.3455352783203,80.69980144500732
mps-uncap,1.1,4976.316213607788,4875.65815448761,3077.866315841675
mig,1.1,4690.539598464966,2770.3769207000732,4158.443927764893
mps-uncap,1.2,8061.71178817749,8348.201394081116,7172.921180725098
mig,1.2,8049.379110336304,6650.994777679443,7722.014307975769
mps-uncap,1.3,11208.991527557373,9500.912547111511,7991.9304847717285
mig,1.3,10853.142142295837,10198.01938533783,10056.03837966919
