mode,load,0_densenet161-4,1_densenet169-4,2_resnet34-2
mps-uncap,0.6,85.88735580444326,68.20740222930908,14.630575180053702
mig,0.6,74.85102176666267,69.45812702178955,15.762839317321788
mps-uncap,0.7,112.07296848297118,110.9952449798584,17.19409465789797
mig,0.7,118.79887580871583,108.26165437698391,32.60153293609613
mps-uncap,0.8,157.52077102661133,212.67020702362095,29.836926460266124
mig,0.8,141.0997200012207,172.66449928283694,31.457126140594482
mps-uncap,0.9,628.8771986961362,584.1865634918213,55.34405708312988
mig,0.9,324.6611762046818,372.38472461700434,75.36005258560182
mps-uncap,1.0,2851.7808866500845,3423.16641330719,189.73927974700928
mig,1.0,1606.7299818992615,1591.410038471222,256.24887466430664
mps-uncap,1.1,11564.415760040283,8048.18935394287,6049.206471443176
mig,1.1,8646.152777671814,6928.9081263542175,8412.842350006104
mps-uncap,1.2,15260.03384590149,17777.69381761551,14433.411483764647
mig,1.2,16046.648502349854,13547.593677043913,15259.724850654602
mps-uncap,1.3,21788.88782978058,20641.354863643646,15752.165853977203
mig,1.3,21558.4189081192,20331.793582439426,19721.42550945282
