mode,load,0_inception_v3-32,1_densenet161-2,2_mobilenet_v2-16
mps-uncap,1.0,21.594996452331543,28.896265029907227,8.865170478820799
mig,1.0,22.04132080078125,17.497384548187252,11.074132919311525
