mode,load,0_inception_v3-32,1_densenet161-2,2_mobilenet_v2-16
mps-uncap,1.0,20.8021879196167,27.311897277832035,7.518863677978516
mig,1.0,20.555663108825684,16.710996627807617,10.334634780883789
