mode,load,0_inception_v3-32,1_densenet161-2,2_mobilenet_v2-16
mps-uncap,1.0,21.59475803375244,28.896045684814453,8.865020275115967
mig,1.0,22.041313648223877,17.497384548187252,11.073894500732424
