mode,load,0_inception_v3-32,1_densenet161-2,2_mobilenet_v2-16
mps-uncap,1.0,20.01798152923584,24.39141273498535,5.2623748779296875
mig,1.0,19.93417739868164,16.477584838867188,9.886026382446289
