mode,load,0_inception_v3-32,1_densenet161-2,2_mobilenet_v2-16
mps-uncap,1.0,20.01821994781494,24.391651153564453,5.262613296508789
mig,1.0,19.93417739868164,16.47782325744629,9.88626480102539
